0,0.5736
18,0.5681
205,0.5694
392,0.5697
579,0.5696
766,0.5686
954,0.5690
1141,0.5696
1328,0.5689
1515,0.5680
1702,0.5667
1889,0.5667
2076,0.5672
2263,0.5679
2450,0.5678
2637,0.5681
2825,0.5673
3012,0.5674
3199,0.5669
3387,0.5685
3574,0.5676
3761,0.5683
3948,0.5677
4136,0.5682
4323,0.5684
4510,0.5675
4697,0.5682
4884,0.5674
5072,0.5660
5259,0.5668
5446,0.5670
5633,0.5681
5820,0.5684
6007,0.5675
6194,0.6134
6382,1.0849
6569,1.7137
6756,2.3390
6943,2.9349
7131,3.5012
7318,4.0402
7505,4.5473
7692,5.0313
7879,5.4920
8066,5.9338
8253,6.3522
8441,6.7502
8628,7.1316
8814,7.4969
9001,7.8442
9188,8.1769
9374,8.4955
9561,8.8029
9748,9.1074
9934,9.4085
10121,9.7044
10308,9.9988
10495,10.2823
10681,10.5481
10868,10.8093
11055,11.0705
11242,11.3342
11428,11.5990
11615,11.8615
11802,12.1215
11988,12.3659
12175,12.6002
12362,12.8258
12549,13.0445
12735,13.2555
12922,13.4551
13109,13.6503
13296,13.8389
13482,14.0215
13669,14.1973
13856,14.3667
14042,14.5319
14229,14.6957
14416,14.8556
14602,15.0115
14789,15.1654
14976,15.3152
15162,15.4610
15349,15.5990
15536,15.7358
15722,15.8714
15909,16.0067
16096,16.1423
16282,16.2787
16469,16.4113
16656,16.5450
16843,16.6796
17030,16.8095
17218,16.9375
17406,17.0691
17594,17.2044
17782,17.3414
17970,17.4768
18158,17.6052
18345,17.7288
18533,17.8525
18721,17.9704
18909,18.0842
19097,18.1931
19285,18.3014
19472,18.4084
19660,18.5132
19848,18.6154
20036,18.7157
20224,18.8121
20412,18.9068
20599,18.9999
20787,19.0949
20975,19.1876
21162,19.2773
21349,19.3678
21536,19.4552
21723,19.5381
21910,19.6206
22097,19.7051
22284,19.7848
22471,19.8605
22658,19.9429
22845,20.0263
23032,20.1091
23219,20.1887
23405,20.2680
23592,20.3453
23778,20.4264
23965,20.5110
24152,20.5973
24340,20.6777
24527,20.7553
24714,20.8300
24901,20.9076
24915,20.9664
24724,20.8304
24533,20.6135
24342,20.3958
24151,20.1912
23960,19.9970
23769,19.8120
23578,19.6313
23387,19.4536
23197,19.2760
23006,19.0982
22815,18.9224
22624,18.7506
22433,18.5834
22242,18.4202
22051,18.2588
21861,18.0984
21670,17.9420
21479,17.7901
21288,17.6424
21097,17.4965
20906,17.3521
20715,17.2067
20524,17.0616
20334,16.9143
20143,16.7637
19952,16.6075
19761,16.4456
19570,16.2838
19379,16.1246
19188,15.9610
18997,15.7976
18807,15.6359
18616,15.4668
18425,15.2937
18234,15.1219
18043,14.9499
17852,14.7788
17661,14.6087
17471,14.4382
17280,14.2678
17089,14.1014
16898,13.9455
16707,13.7809
16516,13.6136
16325,13.4488
16133,13.2814
15940,13.1117
15748,12.9413
15556,12.7694
15364,12.5952
15172,12.4260
14979,12.2613
14787,12.0968
14595,11.9321
14403,11.7611
14211,11.5883
14018,11.4057
13826,11.2182
13634,11.0211
13442,10.8159
13249,10.6081
13057,10.3949
12865,10.1752
12673,9.9501
12481,9.7173
12289,9.4814
12096,9.2432
11904,9.0004
11712,8.7521
11520,8.5018
11327,8.2483
11135,7.9917
10943,7.7346
10751,7.4773
10559,7.2171
10366,6.9545
10174,6.6865
9982,6.4171
9790,6.1445
9597,5.8660
9405,5.5809
9213,5.2896
9021,4.9953
8828,4.6974
8636,4.3960
8444,4.0871
8252,3.7640
8060,3.4335
7868,3.0925
7677,2.7326
7485,2.3533
7294,1.9490
7102,1.5248
6911,1.0826
6719,0.6970
6528,0.5923
6336,0.5711
6145,0.5669
5953,0.5648
5762,0.5655
5570,0.5654
5379,0.5647
5187,0.5640
4996,0.5635
4804,0.5629
4613,0.5637
4421,0.5646
4230,0.5651
4038,0.5640
3847,0.5633
3656,0.5635
3465,0.5641
3274,0.5634
3083,0.5634
2892,0.5639
2701,0.5634
2510,0.5634
2319,0.5640
2129,0.5644
1937,0.5635
1745,0.5626
1554,0.5625
1362,0.5633
1171,0.5638
979,0.5631
788,0.5627
596,0.5626
405,0.5618
213,0.5622
22,0.5627
0,0.5623
